0	Where was the 12th Circle Chart Music Awards ceremony held?
1	What was the name of the second tropical cyclone to threaten Hawaii in 2014?
2	Which regions and special woredas were involved in the referendum for a separate regional state in Ethiopia?
3	Who did the Swedish Centre Party nominate to succeed the outgoing party leader?
4	What organization were the members and supporters involved in, who were recommended the death sentence in Egypt?
5	What organization reported the disruption of health services and testing at the National Public Health Laboratory in Sudan?
6	How many teams participated in the Coupe de la Ligue in 2014?
7	Where was the 2013-2016 epidemic of Ebola virus disease centered?
8	When was the 2014 BRW Rich 200 survey published?
9	What organization downed the unidentified object over the Yukon?
10	Where was Ashya King taken out of the hospital by his parents?
11	Who represented Cyprus in the Junior Eurovision Song Contest 2014?
12	When were the 67th British Academy Film Awards held?
13	When was the by-election held for the UK parliamentary constituency of Rochester and Strood?
14	When did the Miss Brazil World 2014 pageant take place?
15	What was the outlook for the 2022-23 Australian bushfire season in coastal parts of south-eastern Australia?
16	How many cows were killed in the explosion at the South Fork Dairy Farm in Dimmitt, Texas?
17	When were the 80th Golden Globe Awards held?
18	When were the nominees for the 3rd Critics' Choice Super Awards announced?
19	When was the Pocklington Iron Age burial ground discovered?
20	When did the 2023 NBA playoffs begin?
21	What was the cause of the explosion in the Street Food Bar №1 café in Saint Petersburg?
22	When were the 2014 Georgian local elections held?
23	How many consecutive seasons has Galatasaray been in the top flight of Turkish football?
24	When were the 16th Houston Film Critics Society Awards announced?
25	When was the MAC 2023 Music Awards Ceremony held?
26	When was the planned date for the constitutional referendum in Mali?
27	What is the official designation of the Philippine law mandating SIM card registration?
28	Where was the Mister World 2014 competition held?
29	When did the Cuban thaw begin?
30	When are the presidential elections scheduled to be held in the Maldives?
31	How have international reactions generally been towards the annexation of Crimea by Russia?
32	Who won the men's race in the 2014 Berlin Marathon?
33	What was the subject of the 2014 report issued by the United Nations High Commissioner for Human Rights regarding the Holy See?
34	When were the 28th Critics' Choice Awards presented?
35	When are the local elections in the north of Kosovo scheduled to be held?
36	What is the full name of the satellite known as CBERS-4?
37	Who presented the 10th Platino Awards?
38	When are the snap legislative elections scheduled to be held in Guinea-Bissau?
39	When did the Yarkand Massacre begin?
40	When did the General Debate of the sixty-ninth session of the United Nations General Assembly take place?
41	Who built EgyptSat 2?
42	When did Operation Full Disclosure take place?
43	Where will the 72nd Miss USA pageant be held in 2023?
44	What is the name of the protest movement in Ghana that started online as #occupyflagstaffhouse?
45	When did the mass shooting at the Kabul Serena Hotel in Afghanistan occur?
46	How many nominations did The Sparring Partner receive at the 41st Hong Kong Film Awards?
47	Who was the president of Argentina during the 13N protest in 2014?
48	When did the Cemfjord sink off the coast of Scotland?
49	Who was elected mayor of Paris in the 2014 municipal elections?
50	Where did the concert and rally commemorating Defender of the Fatherland Day take place in 2023?
51	How tall is 25 Churchill Place in Canary Wharf?
52	When did the 2014 Iquique earthquake occur?
53	What role did Janet Yellen play in response to the debt-ceiling crisis in the United States?
54	Who was the Prime Minister of Greenland in the First Cabinet of Kim Kielsen?
55	What was the name of the military operation launched by Israel in 2014?
56	Where was the 2014 G20 Brisbane summit held?
57	Where was the most recent presentation of Spectra?
58	What weapons did the attackers use in the Kehilat Bnei Torah synagogue attack?
59	What is the main purpose of the Local Audit and Accountability Act 2014?
60	How many candidates were nominated for the 16 seats in the Chief Pleas in the 2014 general elections in Sark?
61	How long did Marius the giraffe live at Copenhagen Zoo?
62	Where was Miss Philippines Earth 2023 held?
63	When will the 2023 Nobel Peace Prize be announced?
64	Who produces the Eurovision Debate?
65	What became a source of sustained commentary and an internet meme in 2014 and 2015?
66	Where did the mid-air collision between a German Eurofighter Typhoon and a Learjet 35 occur?
67	Why was Indonesia removed as the host of the FIFA U-20 World Cup 2023?
68	What place did Armenia finish in the Junior Eurovision Song Contest 2014?
69	In which country did the 2023 flower protests take place?
70	Where did the 2023 prison break take place?
71	Who is conducting the 2023 military exercises around Taiwan?
72	Which party emerged as the largest party in the 2014 Vorarlberg state election?
73	Where was the XX International AIDS Conference held?
74	Where did the MV Miraj-4 capsized?
75	Which countries have been involved in the tensions and alleged attacks in 2022?
76	Where was the 59th Baeksang Arts Awards ceremony held?
77	Who will represent Armenia in the Eurovision Song Contest 2023?
78	Who were the incumbent president and vice president of Paraguay in the 2023 general elections?
79	Where will Binibining Pilipinas 2023 be held?
80	What political party organized the 2023 South African National Shutdown protest?
81	What institutions does the Blockupy movement criticize?
82	When is the scheduled date for the 2023 Belgian Cup Final?
83	When will the 19th Irish Film & Television Academy Awards take place?
84	What does the FATCA agreement require Canadian financial institutions to do?
85	What weather phenomenon caused the floods in South Africa in February-March 2023?
86	Which USL outfit did Toronto FC partner with for a one-year partnership during the 2014 season?
87	When were the March in March marches held in Australia?
88	Which country will Serbia participate in the Eurovision Song Contest 2023?
89	What brand divisions will be participating in the 2023 Backlash professional wrestling event?
90	Which regions of Europe were primarily affected by the 2013-2014 Atlantic winter storms?
91	Who initiated the Conference of Western Balkan States?
92	Who captured and convicted the small group of Azerbaijanis involved in the 2014 Kalbajar incident?
93	When are the parliamentary elections scheduled to be held in Slovakia?
94	When will the 15th Negeri Sembilan state election be held?
95	When will the general elections be held in Guatemala?
96	When did the ongoing refugee crisis in Africa begin?
97	Where were the 35th Lo Nuestro Awards held?
98	When was the graffiti artwork "Art Buff" by Banksy created in Folkestone?
99	When did the 14th National People's Congress of China convene in Beijing?
100	Where was the 23rd Actors and Actresses Union Awards ceremony held?
101	Who murdered Breck David Lafave Bednar?
102	Where was the 2014 Commonwealth of Independent States Cup hosted?
103	When did the clashes on the Armenian-Azerbaijan border and the line of contact between Nagorno-Karabakh and Azerbaijan begin?
104	What is the name of the Act of the Parliament of the United Kingdom that consolidated and expanded law enforcement powers in addressing anti-social behaviour?
105	Who will crown the successor of Miss Universe Colombia 2023?
106	Who won the title in the tennis tournament?
107	When will the 18th Canadian Folk Music Awards be presented?
108	How many countries and international organizations pledged support for victims of the Turkey-Syria earthquake?
109	When was the ALOS-3 satellite launched?
110	Where did the 6th Hollywood Critics Association Film Awards take place?
111	What was the reason for the pro-Khalistan Sikh protests in March 2023?
112	What is the purpose of the 2023 New Year Honours?
113	How many national censuses have been conducted in Nigeria since Independence?
114	What event prompted the United States to initiate the war on terror?
115	When will the 2023 Nobel Prize in Literature be announced?
116	Who is the governing authority in the Gaza Strip?
117	How many Gazans were killed during the conflict between Israel and Gaza in 2014?
118	Why was a by-election held in the Cook Islands electorate of Murienua in 2014?
119	When did the United States–Africa Leaders Summit 2014 take place?
120	Why was control over Yasynuvata crucial in the summer of 2014?
121	Which promotion produced the 2023 Rey de Reyes professional wrestling tournament?
122	Who won the 2014 Tokyo gubernatorial election?
123	When did the Filó Case occur?
124	How many children died in the bus fire in Fundación, Colombia?
125	Who made the appointments for the 2023 New Year Honours in New Zealand?
126	What is the average time spent by a person for commuting each day, according to Marchetti's constant?
127	How many people were killed during the Pinlaung massacre?
128	What voting system was used for the election to the 6th convocation of the Moscow City Duma?
129	When was Live at Bush Hall released?
130	When will the 2023 Swiss federal election be held?
131	When will the 2023 DFB-Pokal Final take place?
132	What event led to the resignation of President Aleksandr Ankvab in 2014?
133	When were the 75th Directors Guild of America Awards presented?
134	What was the subject of the legal case Tapela and Another v Attorney General and Others in Botswana?
135	When did the World Health Organization convene an emergency meeting in response to the West African Ebola virus epidemic?
136	Where did Sergey Gordeyev open fire, killing a teacher?
137	How old was Berkin Elvan at the time of his death?
138	What were the primary reasons for the 2023 United Kingdom pupil protests?
139	Who led the nominations for the 2014 Channel O Music Video Awards?
140	When was the 2023 Bahrain Grand Prix held?
141	What type of vehicle was used in the terrorist ramming attack on 4 August 2014?
142	When did the Chinese Golf Factory Workers Strike for Essential Rights occur?
143	Why were early general elections held in Greenland in 2014?
144	When will the 75th Primetime Emmy Awards honor the best in American prime time television programming?
145	When was the 37th Golden Disc Awards held?
146	How many members will be elected in the local elections in Sri Lanka?
147	What caused the major failure of the Chinese internet on January 21, 2014?
148	Where will the 23rd Miss Earth pageant be held in 2023?
149	Who is organizing the upcoming 63rd Ptuj carnival?
150	Where will the 2023 All In professional wrestling pay-per-view event take place?
151	Which terrorist group was involved in the 2014 Kunar Offensive in Afghanistan?
152	When was the 50th ceremony of the Annie Awards held?
153	Where was the 2014 Wales Summit of NATO held?
154	None
155	When did the first explosion of ammunition depots occur in Vrbětice, Czech Republic?
156	Where is the Group A tournament of the 2023 IIHF World Championship Division I being held?
157	What were some of the hits by The Exciters?
158	When were the general elections held in Bosnia and Herzegovina?
159	How many men were convicted in the Bristol child sex abuse ring case?
160	What is the official name for the 2023 United Nations Climate Change Conference?
161	What is the purpose of the Recovering America's Wildlife Act?
162	When did the first criminal investigation associated with Operation Car Wash begin in Brazil?
163	Who were the two candidates in the 2014 presidential elections in Egypt?
164	None
165	Which regions were affected by the March 2014 nor'easter?
166	What was Simon Hall's nationality?
167	Where will the 2023 Madrid Open tennis tournament be held?
168	When was the Windsor Framework announced?
169	When were the Istanbul mayoral elections of 2014 held?
170	What offices are included in the elections in Bangladesh in 2023?
171	Who is involved in the ongoing battle for control of Khartoum, the capital of Sudan?
172	Who created the Talking Statues project?
173	When is Store bededag celebrated in Denmark?
174	Who was crowned as the successor of María Jesús Matthei in Miss Universo Chile 2014?
175	Which country hosted the 6th BRICS summit?
176	Which teams played in the final of the 2022–23 Coupe de France?
177	Where was the Apollo of Gaza sculpture found?
178	On what date did William Tyrrell disappear?
179	Which country is set to participate in the Eurovision Song Contest 2023 with the song "Like an Animal"?
180	When and where were the 95th Academy Awards held?
181	Where did the boat carrying migrants sink on 26 February 2023?
182	Who will represent Lithuania in the Eurovision Song Contest 2023?
183	When did the Russo-Ukrainian War begin?
184	What voting system was used in the 2023 Nigerian House of Representatives elections?
185	When did the biggest counter-terrorism operation in Australia's history take place?
186	Where is Dark Angel from?
187	Where did the explosion in Pakistan occur?
188	What is the ongoing crisis in Pakistan causing severe economic challenges?
189	In which country was the 45th Pacific Islands Forum held?
190	When was the 2022 All Africa Music Awards scheduled to be held?
191	Where was the Miss Grand Ecuador 2023 beauty pageant held?
192	Where was the All Star Junior Festival 2023 professional wrestling event held?
193	Who organized the 32nd Seoul Music Awards?
194	What was the magnitude of the earthquake that struck Ecuador on August 12, 2014?
195	When did the 1st Hollywood Critics Association Creative Arts Awards take place?
196	When did Operation Car Wash begin?
197	Who is leading the group attempting to remove Paul Malong in the ongoing Nairobi Declaration?
198	When did Euromaidan begin in Ukraine?
199	When and where will the Miss Grand South Africa 2023 beauty pageant be held?
200	When did Iceberg A-81 calve from the Brunt Ice Shelf?
201	What was the moment magnitude of the 2014 Vrancea earthquake?
202	How many teams will participate in the 2023 Myanmar National League?
203	When did the 2014 Gorni Lom explosions occur?
204	When did the Inauguration of Petr Pavel as President of the Czech Republic occur?
205	When was the 8th Annual Latin American Music Awards held?
206	When was BugSat 1 launched?
207	When did the direct negotiations between Israel and the Palestinians begin for the 2013-2014 Israeli-Palestinian peace talks?
208	Who won the 2014 European Individual Chess Championship?
209	What does the impact of the Arab Spring primarily involve?
210	Where was the 2014 SCO summit held?
211	What event led to the heightened tensions between Serbia and Kosovo in July 2022?
212	Where was the Asian woman seen walking along the Ingraham Trail?
213	When will the 2023 Guatemala City mayoral election be held?
214	Where is the 30th Hanteo Music Awards ceremony being held?
215	How was Zerobaseone formed?
216	Where will the 2023 NATO summit take place?
217	Who were the Honorary Presidents of the third edition of the Champs-Élysées Film Festival?
218	Which clans are involved in the ongoing conflict in Las Anod?
219	Where was the 2014 National People's Congress held?
220	When did the earthquake occur in the northern Aegean Sea between Greece and Turkey?
221	When was Unity for Chile formed as a Chilean electoral alliance?
222	How many athletes represented the Falkland Islands at the 2014 Commonwealth Games in Glasgow?
223	In what time period did the events in Northern Afghanistan occur?
224	What was the purpose of Ceiliúradh?
225	When was SpaceX CRS-27 launched?
226	When was the Marburg virus disease outbreak in Tanzania first reported?
227	Where was the Miss Universe Thailand 2014 pageant held?
228	When are the elections to the Assembly of French Polynesia scheduled to be held?
229	How many teams competed in the 2014 Balkans Cup?
230	What is the name of the upcoming professional wrestling event produced by WWE?
231	When did the unusual deaths of Russian businesspeople and high officials begin occurring?
232	When was For Tracy Hyde formed?
233	What is being celebrated during the Golden Jubilee of Carl XVI Gustaf in Sweden?
234	When were the 2014 elections for the 14th Cook Islands Parliament held?
235	Who delivered the 2014 Australian federal budget?
236	Who has the authority to issue Special Honours in the British honours system?
237	When did the 2022-23 football season in England begin?
238	What is the purpose of the COVID-19 Response Recognition Award in New Zealand?
239	Where is Oslo located?
240	None
241	Where will the Second European Political Community Summit be held?
242	Where did the fatal shooting of two Israeli settlers in the Israeli-occupied West Bank occur?
243	When was the 2014 Nippon Professional Baseball (NPB) Draft held?
244	When was the indirect presidential election held in Cuba?
245	When did Ariel Sharon die?
246	What is the name of the landmark document resulting from the investigations on human rights in North Korea?
247	What type of tennis courts were used in the 2023 Open Comunidad de Madrid?
248	Which two promotions co-produced Fantastica Mania 2014?
249	When were the motions of no confidence in the government of Prime Minister Élisabeth Borne tabled?
250	When did the Argentine debt restructuring process begin?
251	Where did Stardom New Blood 7 take place?
252	What is the primary responsibility of the Electoral Commission in Ireland?
253	In which league does the Toronto Rock lacrosse team play?
254	When are the next local elections scheduled to be held in Northern Ireland?
255	Where did Operation Baawar primarily take place?
256	When are the municipal elections scheduled to be held in Israel?
257	When did Sakura Genesis take place?
258	When did the West and Central African cholera outbreak begin?
259	How old was Julieka Ivanna Dhu at the time of her death?
260	When did the Toronto Maple Leafs clinch a playoff spot in the 2022-23 season?
261	When did the low-pressure cyclone designated Tamara and Yvette cause floods and landslides in Southeastern and Central Europe?
262	When and where will the 2023 British Academy Television Awards be held?
263	On what date was United Nations Security Council Resolution 2167 adopted?
264	Where was the first outbreak of Zika fever in Oceania?
265	Where did Arturo the polar bear live?
266	When were the general elections held in Dominica to elect the members of the House of Assembly?
267	Who hosted the 28th Goya Awards?
268	When did Malaysia Airlines Flight 17 get shot down?
269	What is the name of the ongoing collection of landmark cases in Supriyo a.k.a Supriya Chakraborty & Abhay Dang v. Union of India?
270	When was Cold Water Flat formed?
271	What is another term for conveyor belt sushi in Australasia?
272	When did the Hotesur scandal occur?
273	What type of aid items were allocated to southern Africa after Cyclone Freddy?
274	When did the 40th Robert Awards ceremony take place?
275	What is the purpose of the Normandy Format?
276	Where will the 5th edition of the Man of the World pageant be held?
277	What was the nationality of Karen Petrosyan, the plaintiff in the international human rights case against Azerbaijan?
278	What is the purpose of the Thévenoud Law in France?
279	When did the circulation of classified foreign intelligence documents of the United States begin on social media platforms?
280	Which professional wrestling promotion promoted the event Ryōgoku Peter Pan 2014: Maybe Summer Will Change My Life!?
281	How many hostages were taken during the Nduga hostage crisis?
282	How many crewed operational NASA Commercial Crew flights of a Crew Dragon spacecraft have there been?
283	What is the purpose of Progress MS-23?
284	When did the 2014-15 Aruban Division di Honor season begin?
285	How was the 2022–23 North American winter described in terms of temperature variations?
286	When did the 2014-15 Burkinabé Premier League season begin?
287	Who served as the interim President of the Central African Republic in 2014?
288	When was Atiqullah Raufi assassinated?
289	Who presents the International Emmy Awards?
290	Who was the Russian cosmonaut on Expedition 69 to the International Space Station?
291	When were the general elections held in the British Virgin Islands?
292	What was the primary source of information about Malaysia Airlines Flight 370's location and possible in-flight events?
293	When will the 2023 EuroLeague Playoffs begin?
294	Who was involved in the Ghana Police Service scandal in 2014?
295	What film served as the opening night film for the 39th annual Toronto International Film Festival?
296	Where will the Miss Grand Japan 2023 beauty pageant be held?
297	What was the official name given to the unsuccessful "Islamic revolution" set to take place in Egypt on November 28, 2014?
298	When did the 2023 Omnibus Law on Job Creation come into effect?
299	What sparked the 2013-2014 Bulgarian protests against the Oresharski cabinet?
300	What is the Salvadoran gang crackdown referred to as in El Salvador?
301	What type of companies does Cayman's new regime for licensing and registration of directors apply to?
302	Where were the 19th British Academy Video Game Awards held?
303	When did the labor strikes and industrial disputes begin in the United Kingdom?
304	When were the general elections held in the Cook Islands?
305	When did Xi Jinping visit Russia?
306	Who did Volodymyr Zelenskyy, the president of Ukraine, meet during his visit to the United Kingdom?
307	How many casualties were reported in the Moscow Metro train derailment on July 15, 2014?
308	When did Lars Joachim Mittank disappear near Varna Airport in Bulgaria?
309	Who first raised the concept of Targeted Poverty Alleviation?
310	How many candidates contested the presidential elections in Croatia in 2014 and 2015?
311	When was the International Year of Basic Sciences for Sustainable Development proclaimed?
312	When was Wallenius Lines founded?
313	What is the name of the Brazilian law enacted in 2014 to target corruption?
314	Which law enforcement agencies were involved in the crackdown during the 2013-2014 Satkhira clashes in Bangladesh?
315	What is the name of the free trade agreement between Canada and South Korea?
316	What was the date of the 2014 Tokyo Marathon?
317	On what date did the Annot derailment occur?
318	What genre of music is Quarteto em Cy known for?
319	What event triggered the by-election in the Tongan electorate of Tongatapu 8?
320	Who won the Wythenshawe and Sale East by-election?
321	Where will the 2023 International Horticultural Expo be hosted?
322	Where is the bronze statue of Amy Winehouse located?
323	How much damage did Cyclone Christina cause across western Europe?
324	Where was the Ninth East Asia Summit held?
325	Which country is Slovenia set to participate in the Eurovision Song Contest 2023?
326	How many council seats did the Croatian Democratic Union coalition win in the 2014 Split district elections?
327	Where was the 16th Asian Film Awards held?
328	What organization presents the Artios Awards?
329	Who was re-elected as the president of Algeria in the 2014 presidential elections?
330	What is an online newsroom?
331	How many U.S. troops and one Afghan interpreter were killed in the 2014 Gaza Valley airstrike?
332	When did the 2023 EuroCup Basketball Playoffs begin?
333	When were the gubernatorial elections held in the Democratic Republic of the Congo?
334	Where was Banksy's artwork Spy Booth located?
335	Where was the 2014 Nuclear Security Summit held?
336	Who represented Croatia in the Junior Eurovision Song Contest 2014?
337	Who organized the 2023 German public transport strike?
338	How many wins did the Toronto Argonauts have in the 2014 season?
339	When was Azymuth formed?
340	What event in November 2013 contributed to the significant winter in the United States during the 2013-14 season?
341	How many Palestinians were shot and injured by Israeli troops during the raid in the occupied West Bank on 19 April 2023?
342	What was the moment magnitude of the 2014 Mexico-Guatemala earthquake?
343	When will the coronation night of Miss Universe Philippines 2023 be held?
344	What were the 2014 protests in Brazil in response to?
345	How many seasons had Galatasaray played in the Süper Lig before the 2013-14 season?
346	What disease was identified in Equatorial Guinea in February 2023?
347	When did Simone Camilli and Ali Shehda Abu Afash die?
348	Where did the King of Pro-Wrestling (2014) event take place?
349	What news channel were the three journalists working for when they were taken into custody in Egypt?
350	What is the name of the 15th edition of the U-17 Africa Cup of Nations?
351	Who was the winner of Femina Miss India 2023?
352	Which party tabled a motion of no confidence in the Spanish government of Pedro Sánchez?
353	What was the price of red and white onions per kilogram in the Philippines in December 2022?
354	When did the 2014 unrest in Bosnia and Herzegovina begin?
355	When was the Exempted Limited Partnership Law, 2014 passed in the Cayman Islands?
356	Who organized Pesma za Evroviziju '23?
357	Who organizes the 2023 Summer Metro Manila Film Festival?
358	What promotion company organized Triangle Derby I?
359	Who is suspected to have carried out the airstrike in the Damascus Governorate?
360	Which villages in Bryansk Oblast were attacked by an armed Ukrainian group?
361	Where did the car ramming attack occur in East Jerusalem?
362	Where did the 31st Award Ceremony of the World Cultural Council take place?
363	Who organized the 2014 Balkan Athletics Indoor Championships?
364	Who presents the National Film Awards in Bangladesh?
365	None
366	Where were the majority of individuals in the 2014 American immigration crisis from?
367	Who announces the Special Honours Lists for Australia?
368	When did the 2022-23 Basketball Champions League playoffs begin?
369	When was the Qingdao International Horticultural Exposition 2014 held?
370	What year did Star Awards 2023 honor the best in Singaporean television?
371	Where was Miss Teen USA 2014 held?
372	What is the informal name for the XIX Games of the Small States of Europe scheduled for 2023?
373	Which coalition currently governs East Timor?
374	Who has been spearheading the proposed changes to the judicial system in Israel?
375	How many deaths occurred in the mudslides in Argo District, Badakhshan Province, Afghanistan?
376	What was the nationality of the Bombay Sisters?
